Customer_ID,Signup_Date,Plan,Contract_Type,Industry,Acquisition_Channel,Monthly_Spend_USD,Tenure_Months,Num_Users,Logins_Per_Month,Features_Used,API_Calls_Monthly,Support_Tier,Support_Tickets_6M,Days_Since_Last_Login,Payment_Failures,NPS_Score,Churned
CUST-00124,2022-02-22,Professional,Monthly,Retail,Paid Search,105.07,19,5,12,13,4130,Basic,0,30,0,9,0
CUST-00125,2023-02-08,Business,Two-Year,Marketing,Social Media,235.93,12,24,21,7,39483,Standard,3,12,0,9,0
CUST-00126,2022-06-02,Business,Annual,Finance,Paid Search,304.17,20,40,21,6,25752,Premium,4,62,0,5,0
CUST-00127,2023-05-02,Professional,Annual,Technology,Paid Search,108.5,14,2,27,19,2520,Standard,4,0,0,1,0
CUST-00128,2022-08-22,Business,Annual,Manufacturing,Organic Search,320.92,2,41,20,5,44612,Basic,0,6,2,10,1
CUST-00129,2023-02-25,Starter,Annual,Technology,Referral,27.86,16,9,15,18,2662,Premium,2,20,0,8,0
CUST-00130,2022-12-29,Starter,Monthly,Manufacturing,Organic Search,36.68,9,4,17,18,2445,Basic,1,2,1,5,0
CUST-00131,2023-07-28,Business,Annual,Education,Organic Search,272.8,5,44,22,13,22618,Premium,3,0,0,3,0
CUST-00132,2022-09-20,Business,Monthly,Retail,Organic Search,258.6,16,35,20,18,45624,Basic,2,1,0,2,0
CUST-00133,2023-10-16,Starter,Annual,Technology,Organic Search,33.87,4,6,26,4,1126,Basic,3,3,3,9,1
CUST-00134,2024-02-14,Business,Annual,Marketing,Paid Search,271.48,3,4,13,19,15218,Standard,3,7,2,1,1
CUST-00135,2023-02-11,Starter,Two-Year,Finance,Partner,36.77,16,5,12,1,2444,Standard,3,4,2,2,1
CUST-00136,2022-05-18,Professional,Two-Year,Manufacturing,Paid Search,109.86,17,2,22,6,3759,Standard,0,2,0,3,0
CUST-00137,2023-09-18,Starter,Monthly,Legal,Social Media,33.92,7,2,25,4,1513,Premium,0,3,0,8,0
CUST-00138,2022-12-04,Starter,Annual,Technology,Paid Search,28.83,10,6,14,2,968,Basic,0,1,0,3,1
CUST-00139,2022-10-30,Business,Monthly,Retail,Organic Search,255.07,12,9,29,5,29817,Standard,2,4,0,10,0
CUST-00140,2022-08-12,Enterprise,Annual,Healthcare,Social Media,720.56,8,34,25,3,36973,Basic,2,33,2,9,0
CUST-00141,2023-03-29,Professional,Two-Year,Retail,Referral,95.62,2,8,8,17,3649,Standard,1,8,0,8,0
CUST-00142,2022-11-12,Professional,Annual,Legal,Paid Search,111.23,1,1,14,19,598,Basic,2,14,0,6,0
CUST-00143,2023-04-29,Starter,Two-Year,Education,Paid Search,36.47,1,3,22,12,3133,Basic,1,44,0,7,0
CUST-00144,2022-12-23,Business,Annual,Finance,Partner,277.81,4,26,17,8,227,Standard,4,0,0,5,0
CUST-00145,2023-04-17,Professional,Monthly,Finance,Paid Search,104.12,6,2,8,14,128,Basic,2,27,0,2,1
CUST-00146,2023-02-16,Business,Annual,Retail,Social Media,228.95,15,49,7,5,33023,Premium,0,36,1,4,0
CUST-00147,2022-11-25,Starter,Annual,Education,Direct,33.04,8,9,11,14,2461,Basic,2,26,2,9,0
CUST-00148,2023-05-23,Enterprise,Monthly,Marketing,Partner,689.09,1,43,18,17,20888,Standard,1,31,0,7,0
CUST-00149,2022-11-04,Business,Annual,Manufacturing,Direct,271.26,5,36,24,14,36522,Standard,1,36,0,7,0
CUST-00150,2022-04-05,Professional,Annual,Retail,Organic Search,125.62,18,7,10,3,1541,Standard,1,2,0,10,0
CUST-00151,2022-01-16,Professional,Monthly,Retail,Partner,123.53,7,2,28,8,4951,Standard,2,5,2,7,1
CUST-00152,2022-09-25,Professional,Monthly,Manufacturing,Social Media,110.23,12,8,18,7,3036,Basic,2,16,0,1,1
CUST-00153,2023-03-04,Starter,Annual,Finance,Organic Search,36.94,10,4,29,19,2013,Basic,1,4,0,6,0
CUST-00154,2022-06-22,Enterprise,Annual,Marketing,Organic Search,692.85,24,47,26,6,35529,Premium,2,22,0,1,0
CUST-00155,2022-01-07,Starter,Monthly,Finance,Direct,35.59,14,4,6,5,74,Basic,3,4,0,8,0
CUST-00156,2023-05-15,Business,Annual,Technology,Social Media,285.51,1,27,12,1,34695,Standard,2,37,3,9,1
CUST-00157,2022-04-20,Business,Two-Year,Finance,Organic Search,304.39,4,40,17,12,17519,Standard,5,28,0,2,0
CUST-00158,2023-12-02,Professional,Monthly,Healthcare,Referral,128.31,7,1,9,13,3106,Basic,3,18,0,8,1
CUST-00159,2023-08-03,Professional,Annual,Technology,Organic Search,106.28,2,10,32,9,381,Premium,2,17,1,5,0
CUST-00160,2022-08-01,Starter,Monthly,Finance,Referral,36.87,19,7,12,10,1330,Standard,3,13,1,10,0
CUST-00161,2022-05-24,Business,Annual,Healthcare,Social Media,257.14,23,23,8,4,28645,Basic,0,17,0,2,0
CUST-00162,2022-01-31,Enterprise,Annual,Education,Referral,634.15,21,29,23,8,23318,Standard,0,5,0,7,0
CUST-00163,2024-03-28,Business,Annual,Healthcare,Organic Search,232.64,1,10,22,5,48474,Basic,3,3,0,6,1
CUST-00164,2022-07-11,Professional,Monthly,Manufacturing,Social Media,99.78,14,9,21,4,215,Basic,2,31,0,9,0
CUST-00165,2023-02-02,Starter,Monthly,Retail,Social Media,30.57,3,3,21,6,1137,Basic,2,6,0,5,1
CUST-00166,2022-09-15,Professional,Monthly,Manufacturing,Social Media,108.28,8,4,21,4,1109,Basic,1,0,0,7,0
CUST-00167,2023-10-29,Business,Monthly,Education,Paid Search,256.92,3,45,15,16,20590,Basic,3,8,2,7,1
CUST-00168,2023-01-21,Professional,Monthly,Legal,Paid Search,111.9,9,10,16,19,4469,Basic,2,42,0,9,0
CUST-00169,2023-12-11,Enterprise,Annual,Legal,Referral,589.33,1,9,21,8,16559,Standard,1,2,1,7,0
CUST-00170,2023-06-03,Enterprise,Monthly,Legal,Social Media,653.92,12,24,8,4,16268,Standard,2,52,0,6,0
CUST-00171,2024-02-10,Professional,Annual,Legal,Organic Search,114.64,3,2,17,8,4183,Standard,1,25,0,9,0
CUST-00172,2023-08-26,Professional,Annual,Finance,Paid Search,104.59,9,1,21,4,2420,Basic,3,31,0,2,0
CUST-00173,2022-07-31,Starter,Annual,Manufacturing,Paid Search,29.72,17,2,21,15,2612,Basic,6,7,1,1,1
CUST-00174,2024-01-29,Professional,Monthly,Finance,Social Media,115.91,2,6,21,15,1899,Standard,2,3,0,3,0
CUST-00175,2023-04-06,Professional,Two-Year,Legal,Paid Search,118.3,10,4,18,9,512,Standard,3,26,0,9,0
CUST-00176,2023-06-25,Professional,Two-Year,Marketing,Social Media,99.49,11,10,20,19,935,Basic,2,23,0,8,0
CUST-00177,2022-03-28,Business,Annual,Finance,Paid Search,253.73,22,16,24,4,11996,Basic,5,31,0,3,0
CUST-00178,2023-10-13,Starter,Monthly,Finance,Social Media,30.55,3,3,20,11,3694,Standard,1,6,2,6,1
CUST-00179,2023-02-23,Professional,Annual,Legal,Referral,111.34,16,8,28,6,677,Standard,3,5,0,4,0
CUST-00180,2024-01-31,Professional,Annual,Healthcare,Social Media,95.76,4,5,22,18,340,Standard,3,21,0,8,0
CUST-00181,2022-11-01,Starter,Annual,Manufacturing,Paid Search,35.73,2,2,22,4,1941,Basic,1,41,0,10,0
CUST-00182,2024-03-14,Professional,Annual,Retail,Direct,106.06,1,10,23,18,2302,Standard,2,13,0,3,0
CUST-00183,2023-11-27,Starter,Two-Year,Healthcare,Organic Search,29.2,7,7,9,9,1039,Standard,0,30,0,3,0
CUST-00184,2023-05-17,Business,Annual,Education,Referral,299.94,3,25,27,3,41525,Standard,1,0,0,2,0
CUST-00185,2023-05-15,Business,Annual,Technology,Direct,311.48,6,47,10,15,41604,Standard,3,87,1,6,0
CUST-00186,2023-05-22,Professional,Annual,Marketing,Direct,127.44,5,6,13,19,3975,Standard,1,17,0,1,0
CUST-00187,2022-06-11,Business,Two-Year,Manufacturing,Organic Search,225.72,15,28,12,5,42598,Basic,2,45,0,5,0
CUST-00188,2022-02-23,Starter,Annual,Education,Referral,33.81,13,4,18,3,779,Basic,3,4,0,8,0
CUST-00189,2022-12-18,Professional,Monthly,Legal,Referral,106.72,4,8,18,8,3138,Basic,1,15,0,2,1
CUST-00190,2023-10-19,Professional,Two-Year,Healthcare,Social Media,121.31,3,1,13,15,2876,Standard,2,30,2,3,0
CUST-00191,2022-05-24,Professional,Two-Year,Healthcare,Social Media,97.7,25,7,24,14,2576,Standard,3,0,0,4,0
CUST-00192,2024-03-08,Professional,Annual,Technology,Direct,112.86,3,5,23,17,4971,Standard,2,2,0,7,1
CUST-00193,2023-05-27,Enterprise,Monthly,Healthcare,Social Media,657.68,11,1,23,11,8649,Basic,1,0,0,10,0
CUST-00194,2022-03-16,Starter,Two-Year,Healthcare,Organic Search,31.56,1,4,12,2,3260,Standard,2,0,1,9,0
CUST-00195,2022-06-06,Professional,Annual,Healthcare,Paid Search,114.47,9,9,9,5,4394,Basic,2,17,0,10,0
CUST-00196,2024-01-18,Business,Annual,Technology,Organic Search,230.69,2,28,7,15,40127,Standard,2,14,0,5,0
CUST-00197,2022-01-12,Starter,Monthly,Manufacturing,Partner,26.25,6,9,20,6,3046,Basic,0,5,0,5,1
CUST-00198,2022-09-27,Starter,Annual,Healthcare,Social Media,31.08,19,9,21,2,4092,Premium,1,1,0,3,1
CUST-00199,2023-06-06,Professional,Monthly,Technology,Direct,117.72,1,1,16,2,3864,Basic,3,2,0,3,0
CUST-00200,2023-11-03,Starter,Annual,Retail,Paid Search,35.42,7,7,14,9,638,Standard,1,41,0,2,0
CUST-00201,2023-02-15,Starter,Two-Year,Manufacturing,Direct,35.43,3,5,12,3,4530,Basic,4,25,0,6,0
CUST-00202,2023-08-29,Starter,Annual,Retail,Referral,33.32,8,9,17,5,52,Premium,3,1,0,1,0
CUST-00203,2022-01-02,Business,Two-Year,Legal,Direct,311.47,25,47,11,4,13447,Standard,2,55,0,4,0
CUST-00204,2022-02-14,Enterprise,Monthly,Legal,Referral,573.21,8,24,22,3,38061,Basic,4,3,0,3,0
CUST-00205,2022-05-14,Professional,Annual,Education,Paid Search,91.57,8,6,24,11,2605,Basic,1,0,0,4,0
CUST-00206,2022-06-18,Business,Monthly,Manufacturing,Paid Search,282.34,15,8,18,7,29616,Basic,4,6,1,5,1
CUST-00207,2022-08-09,Starter,Annual,Finance,Organic Search,34.27,11,4,26,13,4206,Basic,3,34,0,5,0
CUST-00208,2024-02-06,Starter,Annual,Healthcare,Social Media,30.79,2,3,12,1,505,Standard,2,14,0,4,0
CUST-00209,2023-08-20,Professional,Annual,Education,Direct,114.06,10,2,11,3,1619,Premium,0,18,1,8,1
CUST-00210,2022-02-21,Business,Two-Year,Legal,Direct,236.3,6,26,31,1,25082,Standard,2,28,0,3,0
CUST-00211,2023-09-21,Starter,Monthly,Education,Social Media,31.27,4,9,25,2,718,Basic,3,13,0,3,1
CUST-00212,2022-01-20,Starter,Annual,Marketing,Social Media,37.63,13,8,16,19,4115,Basic,3,22,0,5,0
CUST-00213,2022-03-01,Starter,Annual,Manufacturing,Social Media,36.49,26,10,16,6,820,Basic,0,2,0,4,0
CUST-00214,2022-08-13,Enterprise,Two-Year,Legal,Paid Search,552.5,19,12,15,8,38831,Basic,2,14,2,6,1
CUST-00215,2022-07-12,Enterprise,Annual,Education,Organic Search,674.14,16,3,14,2,15245,Standard,1,19,0,1,1
CUST-00216,2024-04-01,Starter,Annual,Technology,Organic Search,27.61,2,10,16,4,4311,Premium,4,1,0,2,1
CUST-00217,2022-06-11,Starter,Monthly,Legal,Referral,29.6,24,8,17,6,4603,Standard,2,1,1,10,1
CUST-00218,2022-05-11,Starter,Annual,Technology,Partner,29.66,6,10,21,19,265,Basic,2,2,2,6,0
CUST-00219,2022-05-25,Starter,Two-Year,Healthcare,Organic Search,32.66,11,6,14,3,2750,Basic,2,0,0,5,0
CUST-00220,2022-02-19,Professional,Annual,Manufacturing,Referral,120.27,13,3,21,16,3102,Basic,2,1,0,7,0
CUST-00221,2022-06-16,Business,Annual,Healthcare,Referral,288.94,15,3,21,1,20887,Basic,2,27,0,2,0
CUST-00222,2022-04-06,Professional,Annual,Manufacturing,Referral,118.09,11,7,23,20,3556,Basic,4,40,0,2,0
CUST-00223,2023-07-08,Professional,Two-Year,Education,Paid Search,111.04,5,2,13,13,4683,Standard,2,15,0,8,0
CUST-00224,2023-09-07,Professional,Annual,Retail,Organic Search,100.76,8,4,9,10,671,Basic,1,56,0,2,1
